1	1	1	0	1	-18289.8	-800004	-4909	-6.95408E-017	-1.00805E-016	-1
2	1	1	0	2	-18289.8	-800004	-9276	0	0	1
3	1	1	0	3	-18880.2	-801300	-4909	-6.95408E-017	-1.00805E-016	-1
4	1	1	0	4	-18880.2	-801300	-9276	0	0	1
5	1	1	0	5	-20227	-799597	-4909	-1.22326E-016	5.82225E-018	-1
6	1	1	0	6	-20227	-799597	-9276	0	0	1
7	1	1	1	1	-16572.9	-801470	-8842.5	-0.64812	0.761538	6.12323E-017
8	1	1	1	2	-16166.1	-801019	-8842.5	-0.823136	0.567844	6.12323E-017
9	1	1	1	3	-15889.6	-800479	-8842.5	-0.942057	0.335452	6.12323E-017
10	1	1	1	4	-15762.4	-799886	-8842.5	-0.996779	0.0801989	6.12323E-017
11	1	1	1	5	-15793.1	-799280	-8842.5	-0.983571	-0.180519	6.12323E-017
12	1	1	1	6	-15979.7	-798702	-8842.5	-0.903335	-0.428935	6.12323E-017
13	1	1	1	7	-16309.3	-798193	-8842.5	-0.761538	-0.64812	6.12323E-017
14	1	1	1	8	-16759.5	-797786	-8842.5	-0.567844	-0.823136	6.12323E-017
15	1	1	1	9	-17299.7	-797510	-8842.5	-0.335452	-0.942057	6.12323E-017
16	1	1	1	10	-17893	-797382	-8842.5	-0.0801989	-0.996779	6.12323E-017
17	1	1	1	11	-18499.1	-797413	-8842.5	0.180519	-0.983571	6.12323E-017
18	1	1	1	12	-19076.5	-797600	-8842.5	0.428935	-0.903335	6.12323E-017
19	1	1	1	13	-19586	-797929	-8842.5	0.64812	-0.761538	6.12323E-017
20	1	1	1	14	-19992.8	-798380	-8842.5	0.823136	-0.567844	6.12323E-017
21	1	1	1	15	-20269.3	-798920	-8842.5	0.942057	-0.335452	6.12323E-017
22	1	1	1	16	-20396.5	-799513	-8842.5	0.996779	-0.0801989	6.12323E-017
23	1	1	1	17	-20365.8	-800119	-8842.5	0.983571	0.180519	6.12323E-017
24	1	1	1	18	-20179.3	-800696	-8842.5	0.903335	0.428935	6.12323E-017
25	1	1	1	19	-19849.7	-801206	-8842.5	0.761538	0.64812	6.12323E-017
26	1	1	1	20	-19399.4	-801613	-8842.5	0.567844	0.823136	6.12323E-017
27	1	1	1	21	-18859.2	-801889	-8842.5	0.335452	0.942057	6.12323E-017
28	1	1	1	22	-18265.9	-802016	-8842.5	0.0801989	0.996779	6.12323E-017
29	1	1	1	23	-17659.8	-801986	-8842.5	-0.180519	0.983571	6.12323E-017
30	1	1	1	24	-17082.4	-801799	-8842.5	-0.428935	0.903335	6.12323E-017
31	1	1	2	1	-16572.9	-801470	-8342.5	-0.64812	0.761538	6.12323E-017
32	1	1	2	2	-16166.1	-801019	-8342.5	-0.823136	0.567844	6.12323E-017
33	1	1	2	3	-15889.6	-800479	-8342.5	-0.942057	0.335452	6.12323E-017
34	1	1	2	4	-15762.4	-799886	-8342.5	-0.996779	0.0801989	6.12323E-017
35	1	1	2	5	-15793.1	-799280	-8342.5	-0.983571	-0.180519	6.12323E-017
36	1	1	2	6	-15979.7	-798702	-8342.5	-0.903335	-0.428935	6.12323E-017
37	1	1	2	7	-16309.3	-798193	-8342.5	-0.761538	-0.64812	6.12323E-017
38	1	1	2	8	-16759.5	-797786	-8342.5	-0.567844	-0.823136	6.12323E-017
39	1	1	2	9	-17299.7	-797510	-8342.5	-0.335452	-0.942057	6.12323E-017
40	1	1	2	10	-17893	-797382	-8342.5	-0.0801989	-0.996779	6.12323E-017
41	1	1	2	11	-18499.1	-797413	-8342.5	0.180519	-0.983571	6.12323E-017
42	1	1	2	12	-19076.5	-797600	-8342.5	0.428935	-0.903335	6.12323E-017
43	1	1	2	13	-19586	-797929	-8342.5	0.64812	-0.761538	6.12323E-017
44	1	1	2	14	-19992.8	-798380	-8342.5	0.823136	-0.567844	6.12323E-017
45	1	1	2	15	-20269.3	-798920	-8342.5	0.942057	-0.335452	6.12323E-017
46	1	1	2	16	-20396.5	-799513	-8342.5	0.996779	-0.0801989	6.12323E-017
47	1	1	2	17	-20365.8	-800119	-8342.5	0.983571	0.180519	6.12323E-017
48	1	1	2	18	-20179.3	-800696	-8342.5	0.903335	0.428935	6.12323E-017
49	1	1	2	19	-19849.7	-801206	-8342.5	0.761538	0.64812	6.12323E-017
50	1	1	2	20	-19399.4	-801613	-8342.5	0.567844	0.823136	6.12323E-017
51	1	1	2	21	-18859.2	-801889	-8342.5	0.335452	0.942057	6.12323E-017
52	1	1	2	22	-18265.9	-802016	-8342.5	0.0801989	0.996779	6.12323E-017
53	1	1	2	23	-17659.8	-801986	-8342.5	-0.180519	0.983571	6.12323E-017
54	1	1	2	24	-17082.4	-801799	-8342.5	-0.428935	0.903335	6.12323E-017
55	1	1	3	1	-16572.9	-801470	-7842.5	-0.64812	0.761538	6.12323E-017
56	1	1	3	2	-16166.1	-801019	-7842.5	-0.823136	0.567844	6.12323E-017
57	1	1	3	3	-15889.6	-800479	-7842.5	-0.942057	0.335452	6.12323E-017
58	1	1	3	4	-15762.4	-799886	-7842.5	-0.996779	0.0801989	6.12323E-017
59	1	1	3	5	-15793.1	-799280	-7842.5	-0.983571	-0.180519	6.12323E-017
60	1	1	3	6	-15979.7	-798702	-7842.5	-0.903335	-0.428935	6.12323E-017
61	1	1	3	7	-16309.3	-798193	-7842.5	-0.761538	-0.64812	6.12323E-017
62	1	1	3	8	-16759.5	-797786	-7842.5	-0.567844	-0.823136	6.12323E-017
63	1	1	3	9	-17299.7	-797510	-7842.5	-0.335452	-0.942057	6.12323E-017
64	1	1	3	10	-17893	-797382	-7842.5	-0.0801989	-0.996779	6.12323E-017
65	1	1	3	11	-18499.1	-797413	-7842.5	0.180519	-0.983571	6.12323E-017
66	1	1	3	12	-19076.5	-797600	-7842.5	0.428935	-0.903335	6.12323E-017
67	1	1	3	13	-19586	-797929	-7842.5	0.64812	-0.761538	6.12323E-017
68	1	1	3	14	-19992.8	-798380	-7842.5	0.823136	-0.567844	6.12323E-017
69	1	1	3	15	-20269.3	-798920	-7842.5	0.942057	-0.335452	6.12323E-017
70	1	1	3	16	-20396.5	-799513	-7842.5	0.996779	-0.0801989	6.12323E-017
71	1	1	3	17	-20365.8	-800119	-7842.5	0.983571	0.180519	6.12323E-017
72	1	1	3	18	-20179.3	-800696	-7842.5	0.903335	0.428935	6.12323E-017
73	1	1	3	19	-19849.7	-801206	-7842.5	0.761538	0.64812	6.12323E-017
74	1	1	3	20	-19399.4	-801613	-7842.5	0.567844	0.823136	6.12323E-017
75	1	1	3	21	-18859.2	-801889	-7842.5	0.335452	0.942057	6.12323E-017
76	1	1	3	22	-18265.9	-802016	-7842.5	0.0801989	0.996779	6.12323E-017
77	1	1	3	23	-17659.8	-801986	-7842.5	-0.180519	0.983571	6.12323E-017
78	1	1	3	24	-17082.4	-801799	-7842.5	-0.428935	0.903335	6.12323E-017
79	1	1	4	1	-16572.9	-801470	-7342.5	-0.64812	0.761538	6.12323E-017
80	1	1	4	2	-16166.1	-801019	-7342.5	-0.823136	0.567844	6.12323E-017
81	1	1	4	3	-15889.6	-800479	-7342.5	-0.942057	0.335452	6.12323E-017
82	1	1	4	4	-15762.4	-799886	-7342.5	-0.996779	0.0801989	6.12323E-017
83	1	1	4	5	-15793.1	-799280	-7342.5	-0.983571	-0.180519	6.12323E-017
84	1	1	4	6	-15979.7	-798702	-7342.5	-0.903335	-0.428935	6.12323E-017
85	1	1	4	7	-16309.3	-798193	-7342.5	-0.761538	-0.64812	6.12323E-017
86	1	1	4	8	-16759.5	-797786	-7342.5	-0.567844	-0.823136	6.12323E-017
87	1	1	4	9	-17299.7	-797510	-7342.5	-0.335452	-0.942057	6.12323E-017
88	1	1	4	10	-17893	-797382	-7342.5	-0.0801989	-0.996779	6.12323E-017
89	1	1	4	11	-18499.1	-797413	-7342.5	0.180519	-0.983571	6.12323E-017
90	1	1	4	12	-19076.5	-797600	-7342.5	0.428935	-0.903335	6.12323E-017
91	1	1	4	13	-19586	-797929	-7342.5	0.64812	-0.761538	6.12323E-017
92	1	1	4	14	-19992.8	-798380	-7342.5	0.823136	-0.567844	6.12323E-017
93	1	1	4	15	-20269.3	-798920	-7342.5	0.942057	-0.335452	6.12323E-017
94	1	1	4	16	-20396.5	-799513	-7342.5	0.996779	-0.0801989	6.12323E-017
95	1	1	4	17	-20365.8	-800119	-7342.5	0.983571	0.180519	6.12323E-017
96	1	1	4	18	-20179.3	-800696	-7342.5	0.903335	0.428935	6.12323E-017
97	1	1	4	19	-19849.7	-801206	-7342.5	0.761538	0.64812	6.12323E-017
98	1	1	4	20	-19399.4	-801613	-7342.5	0.567844	0.823136	6.12323E-017
99	1	1	4	21	-18859.2	-801889	-7342.5	0.335452	0.942057	6.12323E-017
100	1	1	4	22	-18265.9	-802016	-7342.5	0.0801989	0.996779	6.12323E-017
101	1	1	4	23	-17659.8	-801986	-7342.5	-0.180519	0.983571	6.12323E-017
102	1	1	4	24	-17082.4	-801799	-7342.5	-0.428935	0.903335	6.12323E-017
103	1	1	5	1	-16572.9	-801470	-6842.5	-0.64812	0.761538	6.12323E-017
104	1	1	5	2	-16166.1	-801019	-6842.5	-0.823136	0.567844	6.12323E-017
105	1	1	5	3	-15889.6	-800479	-6842.5	-0.942057	0.335452	6.12323E-017
106	1	1	5	4	-15762.4	-799886	-6842.5	-0.996779	0.0801989	6.12323E-017
107	1	1	5	5	-15793.1	-799280	-6842.5	-0.983571	-0.180519	6.12323E-017
108	1	1	5	6	-15979.7	-798702	-6842.5	-0.903335	-0.428935	6.12323E-017
109	1	1	5	7	-16309.3	-798193	-6842.5	-0.761538	-0.64812	6.12323E-017
110	1	1	5	8	-16759.5	-797786	-6842.5	-0.567844	-0.823136	6.12323E-017
111	1	1	5	9	-17299.7	-797510	-6842.5	-0.335452	-0.942057	6.12323E-017
112	1	1	5	10	-17893	-797382	-6842.5	-0.0801989	-0.996779	6.12323E-017
113	1	1	5	11	-18499.1	-797413	-6842.5	0.180519	-0.983571	6.12323E-017
114	1	1	5	12	-19076.5	-797600	-6842.5	0.428935	-0.903335	6.12323E-017
115	1	1	5	13	-19586	-797929	-6842.5	0.64812	-0.761538	6.12323E-017
116	1	1	5	14	-19992.8	-798380	-6842.5	0.823136	-0.567844	6.12323E-017
117	1	1	5	15	-20269.3	-798920	-6842.5	0.942057	-0.335452	6.12323E-017
118	1	1	5	16	-20396.5	-799513	-6842.5	0.996779	-0.0801989	6.12323E-017
119	1	1	5	17	-20365.8	-800119	-6842.5	0.983571	0.180519	6.12323E-017
120	1	1	5	18	-20179.3	-800696	-6842.5	0.903335	0.428935	6.12323E-017
121	1	1	5	19	-19849.7	-801206	-6842.5	0.761538	0.64812	6.12323E-017
122	1	1	5	20	-19399.4	-801613	-6842.5	0.567844	0.823136	6.12323E-017
123	1	1	5	21	-18859.2	-801889	-6842.5	0.335452	0.942057	6.12323E-017
124	1	1	5	22	-18265.9	-802016	-6842.5	0.0801989	0.996779	6.12323E-017
125	1	1	5	23	-17659.8	-801986	-6842.5	-0.180519	0.983571	6.12323E-017
126	1	1	5	24	-17082.4	-801799	-6842.5	-0.428935	0.903335	6.12323E-017
127	1	1	6	1	-16572.9	-801470	-6342.5	-0.64812	0.761538	6.12323E-017
128	1	1	6	2	-16166.1	-801019	-6342.5	-0.823136	0.567844	6.12323E-017
129	1	1	6	3	-15889.6	-800479	-6342.5	-0.942057	0.335452	6.12323E-017
130	1	1	6	4	-15762.4	-799886	-6342.5	-0.996779	0.0801989	6.12323E-017
131	1	1	6	5	-15793.1	-799280	-6342.5	-0.983571	-0.180519	6.12323E-017
132	1	1	6	6	-15979.7	-798702	-6342.5	-0.903335	-0.428935	6.12323E-017
133	1	1	6	7	-16309.3	-798193	-6342.5	-0.761538	-0.64812	6.12323E-017
134	1	1	6	8	-16759.5	-797786	-6342.5	-0.567844	-0.823136	6.12323E-017
135	1	1	6	9	-17299.7	-797510	-6342.5	-0.335452	-0.942057	6.12323E-017
136	1	1	6	10	-17893	-797382	-6342.5	-0.0801989	-0.996779	6.12323E-017
137	1	1	6	11	-18499.1	-797413	-6342.5	0.180519	-0.983571	6.12323E-017
138	1	1	6	12	-19076.5	-797600	-6342.5	0.428935	-0.903335	6.12323E-017
139	1	1	6	13	-19586	-797929	-6342.5	0.64812	-0.761538	6.12323E-017
140	1	1	6	14	-19992.8	-798380	-6342.5	0.823136	-0.567844	6.12323E-017
141	1	1	6	15	-20269.3	-798920	-6342.5	0.942057	-0.335452	6.12323E-017
142	1	1	6	16	-20396.5	-799513	-6342.5	0.996779	-0.0801989	6.12323E-017
143	1	1	6	17	-20365.8	-800119	-6342.5	0.983571	0.180519	6.12323E-017
144	1	1	6	18	-20179.3	-800696	-6342.5	0.903335	0.428935	6.12323E-017
145	1	1	6	19	-19849.7	-801206	-6342.5	0.761538	0.64812	6.12323E-017
146	1	1	6	20	-19399.4	-801613	-6342.5	0.567844	0.823136	6.12323E-017
147	1	1	6	21	-18859.2	-801889	-6342.5	0.335452	0.942057	6.12323E-017
148	1	1	6	22	-18265.9	-802016	-6342.5	0.0801989	0.996779	6.12323E-017
149	1	1	6	23	-17659.8	-801986	-6342.5	-0.180519	0.983571	6.12323E-017
150	1	1	6	24	-17082.4	-801799	-6342.5	-0.428935	0.903335	6.12323E-017
151	1	1	7	1	-16572.9	-801470	-5842.5	-0.64812	0.761538	6.12323E-017
152	1	1	7	2	-16166.1	-801019	-5842.5	-0.823136	0.567844	6.12323E-017
153	1	1	7	3	-15889.6	-800479	-5842.5	-0.942057	0.335452	6.12323E-017
154	1	1	7	4	-15762.4	-799886	-5842.5	-0.996779	0.0801989	6.12323E-017
155	1	1	7	5	-15793.1	-799280	-5842.5	-0.983571	-0.180519	6.12323E-017
156	1	1	7	6	-15979.7	-798702	-5842.5	-0.903335	-0.428935	6.12323E-017
157	1	1	7	7	-16309.3	-798193	-5842.5	-0.761538	-0.64812	6.12323E-017
158	1	1	7	8	-16759.5	-797786	-5842.5	-0.567844	-0.823136	6.12323E-017
159	1	1	7	9	-17299.7	-797510	-5842.5	-0.335452	-0.942057	6.12323E-017
160	1	1	7	10	-17893	-797382	-5842.5	-0.0801989	-0.996779	6.12323E-017
161	1	1	7	11	-18499.1	-797413	-5842.5	0.180519	-0.983571	6.12323E-017
162	1	1	7	12	-19076.5	-797600	-5842.5	0.428935	-0.903335	6.12323E-017
163	1	1	7	13	-19586	-797929	-5842.5	0.64812	-0.761538	6.12323E-017
164	1	1	7	14	-19992.8	-798380	-5842.5	0.823136	-0.567844	6.12323E-017
165	1	1	7	15	-20269.3	-798920	-5842.5	0.942057	-0.335452	6.12323E-017
166	1	1	7	16	-20396.5	-799513	-5842.5	0.996779	-0.0801989	6.12323E-017
167	1	1	7	17	-20365.8	-800119	-5842.5	0.983571	0.180519	6.12323E-017
168	1	1	7	18	-20179.3	-800696	-5842.5	0.903335	0.428935	6.12323E-017
169	1	1	7	19	-19849.7	-801206	-5842.5	0.761538	0.64812	6.12323E-017
170	1	1	7	20	-19399.4	-801613	-5842.5	0.567844	0.823136	6.12323E-017
171	1	1	7	21	-18859.2	-801889	-5842.5	0.335452	0.942057	6.12323E-017
172	1	1	7	22	-18265.9	-802016	-5842.5	0.0801989	0.996779	6.12323E-017
173	1	1	7	23	-17659.8	-801986	-5842.5	-0.180519	0.983571	6.12323E-017
174	1	1	7	24	-17082.4	-801799	-5842.5	-0.428935	0.903335	6.12323E-017
175	1	1	8	1	-16572.9	-801470	-5342.5	-0.64812	0.761538	6.12323E-017
176	1	1	8	2	-16166.1	-801019	-5342.5	-0.823136	0.567844	6.12323E-017
177	1	1	8	3	-15889.6	-800479	-5342.5	-0.942057	0.335452	6.12323E-017
178	1	1	8	4	-15762.4	-799886	-5342.5	-0.996779	0.0801989	6.12323E-017
